guest_id,country_of_origin,total_bookings_lifetime,total_cancellations_lifetime,cancellation_ratio
G_01334,UK,1.0,0.0,0.0
G_01335,Thailand,2.0,0.0,0.0
G_01336,China,3.0,1.0,0.33
G_01337,Germany,0.0,0.0,0.0
G_01338,Thailand,0.0,0.0,0.0
G_01339,Japan,3.0,1.0,0.33
G_01340,Germany,1.0,0.0,0.0
G_01341,Germany,1.0,0.0,0.0
G_01342,Germany,2.0,0.0,0.0
G_01343,UK,1.0,0.0,0.0
G_01344,Germany,1.0,0.0,0.0
G_01345,Japan,3.0,0.0,0.0
G_01346,Thailand,3.0,1.0,0.33
G_01347,USA,3.0,1.0,0.33
G_01348,China,2.0,0.0,0.0
G_01349,Thailand,3.0,1.0,0.33
G_01350,China,1.0,1.0,1.0
G_01351,China,2.0,0.0,0.0
G_01352,Thailand,2.0,1.0,0.5
G_01353,UK,2.0,0.0,0.0
G_01354,Japan,1.0,0.0,0.0
G_01355,USA,2.0,0.0,0.0
G_01356,Thailand,3.0,0.0,0.0
G_01357,Thailand,2.0,1.0,0.5
G_01358,Thailand,1.0,0.0,0.0
G_01359,Germany,0.0,0.0,0.0
G_01360,Thailand,0.0,0.0,0.0
G_01361,China,1.0,0.0,0.0
G_01362,Thailand,0.0,0.0,0.0
G_01363,Thailand,1.0,0.0,0.0
G_01364,Japan,1.0,1.0,1.0
G_01365,China,3.0,0.0,0.0
G_01366,Thailand,2.0,0.0,0.0
G_01367,USA,1.0,0.0,0.0
G_01368,Thailand,1.0,0.0,0.0
G_01369,USA,4.0,0.0,0.0
G_01370,China,2.0,1.0,0.5
G_01371,Thailand,4.0,1.0,0.25
G_01372,Thailand,0.0,0.0,0.0
G_01373,Thailand,2.0,0.0,0.0
G_01374,Germany,2.0,0.0,0.0
G_01375,Germany,1.0,0.0,0.0
G_01376,Thailand,0.0,0.0,0.0
G_01377,Japan,0.0,0.0,0.0
G_01378,Thailand,0.0,0.0,0.0
G_01379,Thailand,2.0,1.0,0.5
G_01380,Japan,4.0,0.0,0.0
G_01381,Germany,2.0,0.0,0.0
G_01382,Germany,0.0,0.0,0.0
G_01383,UK,0.0,0.0,0.0
G_01384,Thailand,3.0,0.0,0.0
G_01385,Japan,1.0,0.0,0.0
G_01386,Thailand,1.0,0.0,0.0
G_01387,UK,2.0,0.0,0.0
G_01388,Thailand,1.0,0.0,0.0
G_01389,China,1.0,0.0,0.0
G_01390,Thailand,3.0,0.0,0.0
G_01391,Thailand,4.0,0.0,0.0
G_01392,Germany,2.0,1.0,0.5
G_01393,Thailand,2.0,0.0,0.0
G_01394,UK,2.0,0.0,0.0
G_01395,Thailand,1.0,0.0,0.0
G_01396,Thailand,1.0,0.0,0.0
G_01397,Thailand,0.0,0.0,0.0
G_01398,Thailand,3.0,1.0,0.33
G_01399,Australia,2.0,0.0,0.0
G_01400,Thailand,2.0,0.0,0.0
G_01401,Germany,2.0,0.0,0.0
G_01402,UK,2.0,0.0,0.0
G_01403,USA,4.0,0.0,0.0
G_01404,UK,5.0,1.0,0.2
G_01405,UK,1.0,0.0,0.0
G_01406,Japan,2.0,0.0,0.0
G_01407,Thailand,4.0,0.0,0.0
G_01408,Thailand,0.0,0.0,0.0
G_01409,Australia,2.0,0.0,0.0
G_01410,Germany,2.0,0.0,0.0
G_01411,Australia,4.0,0.0,0.0
G_01412,USA,2.0,1.0,0.5
G_01413,Japan,2.0,0.0,0.0
G_01414,USA,1.0,0.0,0.0
G_01415,USA,0.0,0.0,0.0
G_01416,Thailand,1.0,0.0,0.0
G_01417,UK,1.0,0.0,0.0
G_01418,Thailand,1.0,0.0,0.0
G_01419,Thailand,1.0,0.0,0.0
G_01420,Australia,2.0,1.0,0.5
G_01421,Thailand,0.0,0.0,0.0
G_01422,Thailand,1.0,0.0,0.0
G_01423,Thailand,0.0,0.0,0.0
G_01424,Germany,4.0,2.0,0.5
G_01425,UK,2.0,0.0,0.0
G_01426,USA,3.0,1.0,0.33
G_01427,Japan,2.0,0.0,0.0
G_01428,Japan,0.0,0.0,0.0
G_01429,Thailand,1.0,0.0,0.0
G_01430,China,1.0,0.0,0.0
G_01431,Japan,0.0,0.0,0.0
G_01432,China,2.0,0.0,0.0
G_01433,Thailand,1.0,0.0,0.0
G_01434,Australia,2.0,0.0,0.0
G_01435,UK,3.0,1.0,0.33
G_01436,Thailand,1.0,0.0,0.0
G_01437,USA,1.0,0.0,0.0
G_01438,Thailand,2.0,0.0,0.0
G_01439,Thailand,2.0,0.0,0.0
G_01440,Japan,4.0,0.0,0.0
G_01441,Thailand,2.0,0.0,0.0
G_01442,USA,1.0,1.0,1.0
G_01443,UK,1.0,0.0,0.0
G_01444,Thailand,1.0,0.0,0.0
G_01445,Germany,0.0,0.0,0.0
G_01446,Thailand,1.0,0.0,0.0
G_01447,Thailand,1.0,0.0,0.0
G_01448,Thailand,2.0,0.0,0.0
G_01449,Thailand,3.0,0.0,0.0
G_01450,Thailand,1.0,0.0,0.0
G_01451,China,0.0,0.0,0.0
G_01452,Germany,0.0,0.0,0.0
G_01453,Thailand,1.0,0.0,0.0
G_01454,China,0.0,0.0,0.0
G_01455,China,0.0,0.0,0.0
G_01456,Japan,2.0,0.0,0.0
G_01457,USA,0.0,0.0,0.0
G_01458,Thailand,1.0,0.0,0.0
G_01459,Thailand,1.0,0.0,0.0
G_01460,China,1.0,0.0,0.0
G_01461,Japan,1.0,0.0,0.0
G_01462,Thailand,1.0,0.0,0.0
G_01463,Thailand,3.0,0.0,0.0
G_01464,Germany,0.0,0.0,0.0
G_01465,Japan,1.0,1.0,1.0
G_01466,Germany,0.0,0.0,0.0
G_01467,Japan,2.0,0.0,0.0
G_01468,Thailand,0.0,0.0,0.0
G_01469,UK,0.0,0.0,0.0
G_01470,China,2.0,0.0,0.0
G_01471,Thailand,0.0,0.0,0.0
G_01472,UK,1.0,0.0,0.0
G_01473,China,2.0,0.0,0.0
G_01474,Thailand,2.0,1.0,0.5
G_01475,Japan,1.0,0.0,0.0
G_01476,UK,1.0,0.0,0.0
G_01477,Germany,4.0,0.0,0.0
G_01478,Thailand,0.0,0.0,0.0
G_01479,Thailand,2.0,1.0,0.5
G_01480,China,3.0,1.0,0.33
G_01481,Thailand,3.0,0.0,0.0
G_01482,China,2.0,1.0,0.5
G_01483,Japan,3.0,0.0,0.0
G_01484,Thailand,2.0,0.0,0.0
G_01485,UK,3.0,1.0,0.33
G_01486,UK,1.0,0.0,0.0
G_01487,Thailand,1.0,0.0,0.0
G_01488,Germany,1.0,0.0,0.0
G_01489,Japan,1.0,0.0,0.0
G_01490,China,1.0,0.0,0.0
G_01491,China,3.0,1.0,0.33
G_01492,USA,0.0,0.0,0.0
G_01493,Germany,2.0,0.0,0.0
G_01494,China,2.0,1.0,0.5
G_01495,China,2.0,0.0,0.0
G_01496,Australia,2.0,1.0,0.5
G_01497,Thailand,5.0,1.0,0.2
G_01498,Japan,1.0,0.0,0.0
G_01499,Thailand,3.0,0.0,0.0
G_01500,Thailand,2.0,0.0,0.0
G_01501,Thailand,2.0,0.0,0.0
G_01502,Germany,2.0,1.0,0.5
G_01503,Australia,4.0,2.0,0.5
G_01504,China,2.0,0.0,0.0
G_01505,China,0.0,0.0,0.0
G_01506,UK,0.0,0.0,0.0
G_01507,Germany,2.0,0.0,0.0
G_01508,USA,4.0,0.0,0.0
G_01509,Thailand,0.0,0.0,0.0
G_01510,Thailand,4.0,2.0,0.5
G_01511,Japan,1.0,0.0,0.0
G_01512,China,1.0,0.0,0.0
G_01513,Thailand,1.0,0.0,0.0
G_01514,Thailand,1.0,1.0,1.0
G_01515,Japan,3.0,0.0,0.0
G_01516,Thailand,0.0,0.0,0.0
G_01517,China,2.0,0.0,0.0
G_01518,Germany,2.0,0.0,0.0
G_01519,USA,1.0,0.0,0.0
G_01520,Thailand,2.0,0.0,0.0
G_01521,China,1.0,0.0,0.0
G_01522,Japan,2.0,0.0,0.0
G_01523,UK,2.0,0.0,0.0
G_01524,Germany,1.0,0.0,0.0
G_01525,Thailand,2.0,0.0,0.0
G_01526,UK,0.0,0.0,0.0
G_01527,China,3.0,0.0,0.0
G_01528,Australia,3.0,0.0,0.0
G_01529,Thailand,1.0,0.0,0.0
G_01530,Japan,2.0,1.0,0.5
G_01531,UK,3.0,0.0,0.0
G_01532,Thailand,1.0,0.0,0.0
G_01533,Thailand,2.0,0.0,0.0
G_01534,Australia,2.0,1.0,0.5
G_01535,Thailand,4.0,0.0,0.0
G_01536,Thailand,1.0,0.0,0.0
G_01537,Thailand,1.0,0.0,0.0
G_01538,Australia,2.0,0.0,0.0
G_01539,China,3.0,0.0,0.0
G_01540,Japan,0.0,0.0,0.0
G_01541,Thailand,1.0,0.0,0.0
G_01542,China,0.0,0.0,0.0
G_01543,UK,4.0,0.0,0.0
G_01544,Japan,2.0,0.0,0.0
G_01545,Germany,0.0,0.0,0.0
G_01546,Thailand,0.0,0.0,0.0
G_01547,China,2.0,1.0,0.5
G_01548,Thailand,5.0,1.0,0.2
G_01549,UK,2.0,0.0,0.0
G_01550,Thailand,2.0,0.0,0.0
G_01551,Thailand,2.0,0.0,0.0
G_01552,Thailand,1.0,0.0,0.0
G_01553,China,2.0,1.0,0.5
G_01554,Thailand,3.0,0.0,0.0
G_01555,China,3.0,2.0,0.67
G_01556,USA,3.0,1.0,0.33
G_01557,Thailand,1.0,0.0,0.0
G_01558,Japan,5.0,1.0,0.2
G_01559,Thailand,1.0,1.0,1.0
G_01560,USA,2.0,0.0,0.0
G_01561,China,1.0,0.0,0.0
G_01562,Thailand,0.0,0.0,0.0
G_01563,Thailand,1.0,0.0,0.0
G_01564,Thailand,3.0,0.0,0.0
G_01565,Germany,2.0,0.0,0.0
G_01566,China,2.0,1.0,0.5
G_01567,China,1.0,0.0,0.0
G_01568,China,2.0,0.0,0.0
G_01569,Thailand,0.0,0.0,0.0
G_01570,USA,1.0,0.0,0.0
G_01571,Japan,3.0,0.0,0.0
G_01572,Thailand,1.0,0.0,0.0
G_01573,Thailand,1.0,0.0,0.0
G_01574,Thailand,2.0,1.0,0.5
G_01575,USA,0.0,0.0,0.0
G_01576,Germany,2.0,0.0,0.0
G_01577,Thailand,0.0,0.0,0.0
G_01578,UK,1.0,0.0,0.0
G_01579,Thailand,3.0,0.0,0.0
G_01580,Germany,1.0,0.0,0.0
G_01581,Thailand,3.0,2.0,0.67
G_01582,USA,4.0,0.0,0.0
G_01583,China,0.0,0.0,0.0
G_01584,China,1.0,0.0,0.0
G_01585,USA,3.0,0.0,0.0
G_01586,Thailand,1.0,0.0,0.0
G_01587,Thailand,3.0,1.0,0.33
G_01588,Thailand,3.0,0.0,0.0
G_01589,Thailand,2.0,2.0,1.0
G_01590,USA,0.0,0.0,0.0
G_01591,Thailand,1.0,0.0,0.0
G_01592,Thailand,0.0,0.0,0.0
G_01593,China,2.0,0.0,0.0
G_01594,Germany,2.0,0.0,0.0
G_01595,China,1.0,0.0,0.0
G_01596,Thailand,2.0,1.0,0.5
G_01597,Thailand,0.0,0.0,0.0
G_01598,Germany,0.0,0.0,0.0
G_01599,Thailand,2.0,0.0,0.0
G_01600,Thailand,2.0,0.0,0.0
G_01601,UK,1.0,0.0,0.0
G_01602,China,1.0,0.0,0.0
G_01603,China,5.0,0.0,0.0
G_01604,Thailand,1.0,0.0,0.0
G_01605,Thailand,1.0,0.0,0.0
G_01606,Germany,2.0,0.0,0.0
G_01607,Thailand,0.0,0.0,0.0
G_01608,China,2.0,0.0,0.0
G_01609,China,2.0,0.0,0.0
G_01610,China,0.0,0.0,0.0
G_01611,Thailand,4.0,1.0,0.25
G_01612,Thailand,2.0,0.0,0.0
G_01613,UK,1.0,0.0,0.0
G_01614,Australia,1.0,0.0,0.0
G_01615,Germany,1.0,0.0,0.0
G_01616,Thailand,0.0,0.0,0.0
G_01617,Thailand,1.0,0.0,0.0
G_01618,Germany,1.0,0.0,0.0
G_01619,China,1.0,0.0,0.0
G_01620,Australia,1.0,1.0,1.0
G_01621,Thailand,4.0,0.0,0.0
G_01622,UK,2.0,1.0,0.5
G_01623,China,1.0,1.0,1.0
G_01624,China,2.0,0.0,0.0
G_01625,USA,3.0,0.0,0.0
G_01626,Thailand,2.0,0.0,0.0
G_01627,UK,1.0,0.0,0.0
G_01628,Thailand,1.0,0.0,0.0
G_01629,USA,2.0,1.0,0.5
G_01630,Germany,2.0,0.0,0.0
G_01631,Thailand,2.0,1.0,0.5
G_01632,Japan,2.0,0.0,0.0
G_01633,Thailand,0.0,0.0,0.0
G_01634,China,0.0,0.0,0.0
G_01635,Germany,0.0,0.0,0.0
G_01636,Thailand,3.0,1.0,0.33
G_01637,Thailand,0.0,0.0,0.0
G_01638,USA,2.0,0.0,0.0
G_01639,Thailand,1.0,0.0,0.0
G_01640,China,1.0,0.0,0.0
G_01641,Germany,2.0,0.0,0.0
G_01642,USA,1.0,0.0,0.0
G_01643,Thailand,1.0,1.0,1.0
G_01644,USA,1.0,1.0,1.0
G_01645,China,3.0,0.0,0.0
G_01646,Thailand,1.0,0.0,0.0
G_01647,UK,4.0,1.0,0.25
G_01648,China,1.0,0.0,0.0
G_01649,China,0.0,0.0,0.0
G_01650,Thailand,1.0,0.0,0.0
G_01651,China,0.0,0.0,0.0
G_01652,Thailand,2.0,0.0,0.0
G_01653,Thailand,3.0,0.0,0.0
G_01654,Australia,2.0,1.0,0.5
G_01655,China,2.0,0.0,0.0
G_01656,Thailand,1.0,0.0,0.0
G_01657,Thailand,2.0,0.0,0.0
G_01658,Thailand,3.0,0.0,0.0
G_01659,Thailand,2.0,0.0,0.0
G_01660,Thailand,2.0,0.0,0.0
G_01661,Thailand,3.0,0.0,0.0
G_01662,USA,1.0,1.0,1.0
G_01663,China,5.0,1.0,0.2
G_01664,China,1.0,0.0,0.0
G_01665,China,2.0,1.0,0.5
G_01666,Thailand,1.0,1.0,1.0
G_01667,Germany,1.0,0.0,0.0
G_01668,Japan,0.0,0.0,0.0
G_01669,Japan,1.0,0.0,0.0
G_01670,Japan,0.0,0.0,0.0
G_01671,Germany,3.0,1.0,0.33
G_01672,UK,3.0,0.0,0.0
G_01673,Thailand,0.0,0.0,0.0
G_01674,China,1.0,0.0,0.0
G_01675,China,1.0,1.0,1.0
G_01676,China,1.0,0.0,0.0
G_01677,UK,2.0,0.0,0.0
G_01678,Thailand,2.0,1.0,0.5
G_01679,Thailand,1.0,0.0,0.0
G_01680,Germany,2.0,0.0,0.0
G_01681,UK,1.0,1.0,1.0
G_01682,UK,1.0,0.0,0.0
G_01683,Thailand,1.0,0.0,0.0
G_01684,Thailand,3.0,0.0,0.0
G_01685,Australia,2.0,0.0,0.0
G_01686,China,2.0,0.0,0.0
G_01687,Japan,1.0,0.0,0.0
G_01688,USA,3.0,1.0,0.33
G_01689,China,0.0,0.0,0.0
G_01690,Thailand,1.0,0.0,0.0
G_01691,China,1.0,0.0,0.0
G_01692,USA,0.0,0.0,0.0
G_01693,USA,1.0,0.0,0.0
G_01694,China,0.0,0.0,0.0
G_01695,Germany,3.0,1.0,0.33
G_01696,Thailand,0.0,0.0,0.0
G_01697,Japan,1.0,1.0,1.0
G_01698,Thailand,3.0,1.0,0.33
G_01699,USA,1.0,0.0,0.0
G_01700,Thailand,1.0,1.0,1.0
G_01701,Thailand,2.0,0.0,0.0
G_01702,UK,1.0,0.0,0.0
G_01703,Thailand,2.0,0.0,0.0
G_01704,USA,2.0,1.0,0.5
G_01705,Germany,2.0,0.0,0.0
G_01706,Thailand,2.0,0.0,0.0
G_01707,Japan,0.0,0.0,0.0
G_01708,USA,2.0,0.0,0.0
G_01709,China,0.0,0.0,0.0
G_01710,Thailand,3.0,1.0,0.33
G_01711,Thailand,1.0,1.0,1.0
G_01712,Thailand,3.0,0.0,0.0
G_01713,Thailand,1.0,0.0,0.0
G_01714,Thailand,2.0,1.0,0.5
G_01715,China,1.0,0.0,0.0
G_01716,Australia,1.0,0.0,0.0
G_01717,Japan,1.0,0.0,0.0
G_01718,China,4.0,0.0,0.0
G_01719,Thailand,4.0,1.0,0.25
G_01720,Thailand,1.0,0.0,0.0
G_01721,Thailand,2.0,0.0,0.0
G_01722,Thailand,3.0,2.0,0.67
G_01723,UK,0.0,0.0,0.0
G_01724,UK,3.0,0.0,0.0
G_01725,Thailand,1.0,0.0,0.0
G_01726,Thailand,1.0,0.0,0.0
G_01727,Japan,7.0,2.0,0.29
G_01728,Japan,2.0,0.0,0.0
G_01729,Thailand,1.0,0.0,0.0
G_01730,Germany,0.0,0.0,0.0
G_01731,Germany,0.0,0.0,0.0
G_01732,Thailand,0.0,0.0,0.0
G_01733,Thailand,2.0,0.0,0.0
G_01734,UK,1.0,0.0,0.0
G_01735,Germany,2.0,0.0,0.0
G_01736,Australia,5.0,1.0,0.2
G_01737,Thailand,2.0,1.0,0.5
G_01738,Thailand,3.0,1.0,0.33
G_01739,UK,0.0,0.0,0.0
G_01740,UK,1.0,0.0,0.0
G_01741,Thailand,0.0,0.0,0.0
G_01742,Australia,0.0,0.0,0.0
G_01743,China,1.0,0.0,0.0
G_01744,Japan,1.0,0.0,0.0
G_01745,Australia,2.0,0.0,0.0
G_01746,China,1.0,1.0,1.0
G_01747,USA,1.0,0.0,0.0
G_01748,China,2.0,0.0,0.0
G_01749,Thailand,4.0,1.0,0.25
G_01750,China,2.0,0.0,0.0
G_01751,Thailand,0.0,0.0,0.0
G_01752,China,0.0,0.0,0.0
G_01753,Thailand,0.0,0.0,0.0
G_01754,Thailand,2.0,0.0,0.0
G_01755,Thailand,2.0,1.0,0.5
G_01756,Thailand,1.0,0.0,0.0
G_01757,China,2.0,1.0,0.5
G_01758,China,2.0,0.0,0.0
G_01759,UK,4.0,0.0,0.0
G_01760,Thailand,3.0,0.0,0.0
G_01761,Thailand,0.0,0.0,0.0
G_01762,Thailand,2.0,0.0,0.0
G_01763,Thailand,1.0,1.0,1.0
G_01764,Australia,2.0,0.0,0.0
G_01765,Thailand,2.0,1.0,0.5
G_01766,Thailand,3.0,1.0,0.33
G_01767,Thailand,2.0,0.0,0.0
G_01768,Thailand,1.0,0.0,0.0
G_01769,UK,2.0,0.0,0.0
G_01770,China,0.0,0.0,0.0
G_01771,Thailand,1.0,0.0,0.0
G_01772,Thailand,0.0,0.0,0.0
G_01773,Thailand,0.0,0.0,0.0
G_01774,Thailand,3.0,0.0,0.0
G_01775,Thailand,2.0,0.0,0.0
G_01776,Germany,4.0,1.0,0.25
G_01777,China,0.0,0.0,0.0
G_01778,UK,4.0,0.0,0.0
G_01779,USA,3.0,0.0,0.0
G_01780,USA,1.0,0.0,0.0
G_01781,UK,0.0,0.0,0.0
G_01782,China,0.0,0.0,0.0
G_01783,China,2.0,0.0,0.0
G_01784,Thailand,1.0,0.0,0.0
G_01785,UK,5.0,1.0,0.2
G_01786,USA,3.0,0.0,0.0
G_01787,Australia,2.0,0.0,0.0
G_01788,China,0.0,0.0,0.0
G_01789,UK,1.0,0.0,0.0
G_01790,Thailand,4.0,0.0,0.0
G_01791,China,1.0,0.0,0.0
G_01792,Thailand,1.0,0.0,0.0
G_01793,Thailand,4.0,1.0,0.25
G_01794,Thailand,2.0,0.0,0.0
G_01795,China,1.0,0.0,0.0
G_01796,Thailand,1.0,0.0,0.0
G_01797,Thailand,2.0,0.0,0.0
G_01798,Australia,1.0,0.0,0.0
G_01799,Thailand,1.0,1.0,1.0
G_01800,UK,2.0,1.0,0.5
G_01801,USA,0.0,0.0,0.0
G_01802,Thailand,5.0,0.0,0.0
G_01803,Japan,0.0,0.0,0.0
G_01804,Thailand,4.0,1.0,0.25
G_01805,USA,4.0,0.0,0.0
G_01806,UK,1.0,0.0,0.0
G_01807,China,2.0,0.0,0.0
G_01808,China,1.0,0.0,0.0
G_01809,Thailand,2.0,0.0,0.0
G_01810,Thailand,2.0,1.0,0.5
G_01811,China,1.0,1.0,1.0
G_01812,UK,2.0,0.0,0.0
G_01813,Japan,1.0,0.0,0.0
G_01814,Japan,1.0,0.0,0.0
G_01815,Japan,0.0,0.0,0.0
G_01816,USA,2.0,1.0,0.5
G_01817,Thailand,1.0,0.0,0.0
G_01818,Japan,3.0,1.0,0.33
G_01819,USA,1.0,0.0,0.0
G_01820,Thailand,1.0,0.0,0.0
G_01821,Australia,1.0,0.0,0.0
G_01822,Australia,4.0,1.0,0.25
G_01823,USA,5.0,0.0,0.0
G_01824,Thailand,1.0,0.0,0.0
G_01825,Thailand,3.0,0.0,0.0
G_01826,Japan,2.0,0.0,0.0
G_01827,Germany,6.0,1.0,0.17
G_01828,Thailand,4.0,1.0,0.25
G_01829,Thailand,4.0,0.0,0.0
G_01830,Australia,1.0,0.0,0.0
G_01831,Thailand,0.0,0.0,0.0
G_01832,UK,2.0,0.0,0.0
G_01833,Germany,1.0,0.0,0.0
G_01834,Thailand,1.0,1.0,1.0
G_01835,China,3.0,0.0,0.0
G_01836,Thailand,2.0,1.0,0.5
G_01837,Thailand,0.0,0.0,0.0
G_01838,Japan,0.0,0.0,0.0
G_01839,USA,1.0,0.0,0.0
G_01840,Germany,0.0,0.0,0.0
G_01841,UK,2.0,0.0,0.0
G_01842,Thailand,5.0,0.0,0.0
G_01843,Thailand,3.0,0.0,0.0
G_01844,Thailand,2.0,1.0,0.5
G_01845,Thailand,2.0,1.0,0.5
G_01846,Thailand,2.0,1.0,0.5
G_01847,Thailand,1.0,0.0,0.0
G_01848,USA,1.0,0.0,0.0
G_01849,China,0.0,0.0,0.0
G_01850,China,3.0,0.0,0.0
G_01851,China,2.0,0.0,0.0
G_01852,Thailand,3.0,1.0,0.33
G_01853,Thailand,0.0,0.0,0.0
G_01854,China,2.0,0.0,0.0
G_01855,USA,3.0,0.0,0.0
G_01856,Thailand,0.0,0.0,0.0
G_01857,Japan,2.0,0.0,0.0
G_01858,Japan,2.0,0.0,0.0
G_01859,UK,1.0,0.0,0.0
G_01860,Thailand,3.0,1.0,0.33
G_01861,Japan,2.0,0.0,0.0
G_01862,UK,3.0,0.0,0.0
G_01863,Japan,1.0,0.0,0.0
G_01864,Japan,3.0,0.0,0.0
G_01865,Japan,1.0,0.0,0.0
G_01866,UK,1.0,0.0,0.0
G_01867,Thailand,1.0,0.0,0.0
G_01868,China,5.0,0.0,0.0
G_01869,China,2.0,0.0,0.0
G_01870,China,2.0,0.0,0.0
G_01871,Thailand,2.0,0.0,0.0
G_01872,Thailand,0.0,0.0,0.0
G_01873,Australia,3.0,0.0,0.0
G_01874,China,2.0,0.0,0.0
G_01875,Germany,1.0,0.0,0.0
G_01876,Japan,0.0,0.0,0.0
G_01877,UK,3.0,1.0,0.33
G_01878,China,2.0,1.0,0.5
G_01879,Australia,1.0,1.0,1.0
G_01880,UK,0.0,0.0,0.0
G_01881,China,1.0,0.0,0.0
G_01882,Thailand,0.0,0.0,0.0
G_01883,USA,2.0,0.0,0.0
G_01884,China,0.0,0.0,0.0
G_01885,Thailand,3.0,0.0,0.0
G_01886,Thailand,1.0,1.0,1.0
G_01887,Thailand,4.0,0.0,0.0
G_01888,Thailand,3.0,1.0,0.33
G_01889,Thailand,2.0,0.0,0.0
G_01890,USA,2.0,0.0,0.0
G_01891,Germany,2.0,0.0,0.0
G_01892,UK,2.0,0.0,0.0
G_01893,Thailand,1.0,0.0,0.0
G_01894,Thailand,2.0,0.0,0.0
G_01895,China,1.0,1.0,1.0
G_01896,Thailand,1.0,0.0,0.0
G_01897,Japan,1.0,0.0,0.0
G_01898,China,1.0,0.0,0.0
G_01899,Japan,0.0,0.0,0.0
G_01900,Thailand,1.0,0.0,0.0
G_01901,China,2.0,1.0,0.5
G_01902,Thailand,8.0,1.0,0.12
G_01903,Germany,1.0,0.0,0.0
G_01904,China,0.0,0.0,0.0
G_01905,Thailand,1.0,0.0,0.0
G_01906,Thailand,0.0,0.0,0.0
G_01907,Thailand,2.0,0.0,0.0
G_01908,China,1.0,0.0,0.0
G_01909,Thailand,1.0,0.0,0.0
G_01910,UK,0.0,0.0,0.0
G_01911,Thailand,3.0,0.0,0.0
G_01912,China,2.0,1.0,0.5
G_01913,Japan,0.0,0.0,0.0
G_01914,Japan,1.0,0.0,0.0
G_01915,Japan,0.0,0.0,0.0
G_01916,Thailand,0.0,0.0,0.0
G_01917,Thailand,1.0,0.0,0.0
G_01918,China,1.0,1.0,1.0
G_01919,Thailand,2.0,0.0,0.0
G_01920,USA,1.0,0.0,0.0
G_01921,Thailand,1.0,0.0,0.0
G_01922,Thailand,2.0,0.0,0.0
G_01923,Thailand,5.0,0.0,0.0
G_01924,Australia,1.0,0.0,0.0
G_01925,Thailand,2.0,0.0,0.0
G_01926,UK,2.0,0.0,0.0
G_01927,Thailand,1.0,0.0,0.0
G_01928,China,3.0,1.0,0.33
G_01929,Thailand,2.0,0.0,0.0
G_01930,Australia,2.0,0.0,0.0
G_01931,Australia,2.0,1.0,0.5
G_01932,Thailand,1.0,1.0,1.0
G_01933,Germany,2.0,1.0,0.5
G_01934,Germany,2.0,0.0,0.0
G_01935,Japan,0.0,0.0,0.0
G_01936,Japan,1.0,0.0,0.0
G_01937,Thailand,1.0,0.0,0.0
G_01938,UK,2.0,0.0,0.0
G_01939,Thailand,1.0,0.0,0.0
G_01940,Thailand,3.0,0.0,0.0
G_01941,Germany,0.0,0.0,0.0
G_01942,Thailand,3.0,1.0,0.33
G_01943,China,1.0,0.0,0.0
G_01944,Japan,2.0,0.0,0.0
G_01945,Australia,1.0,0.0,0.0
G_01946,Germany,0.0,0.0,0.0
G_01947,Thailand,2.0,0.0,0.0
G_01948,Thailand,1.0,0.0,0.0
G_01949,USA,1.0,0.0,0.0
G_01950,Thailand,3.0,0.0,0.0
G_01951,Thailand,3.0,0.0,0.0
G_01952,Thailand,3.0,0.0,0.0
G_01953,Japan,2.0,1.0,0.5
G_01954,UK,3.0,0.0,0.0
G_01955,Thailand,3.0,1.0,0.33
G_01956,China,0.0,0.0,0.0
G_01957,Thailand,4.0,1.0,0.25
G_01958,Thailand,3.0,0.0,0.0
G_01959,Japan,2.0,0.0,0.0
G_01960,China,2.0,0.0,0.0
G_01961,Japan,2.0,1.0,0.5
G_01962,Thailand,0.0,0.0,0.0
G_01963,Japan,2.0,1.0,0.5
G_01964,China,4.0,2.0,0.5
G_01965,UK,0.0,0.0,0.0
G_01966,China,1.0,1.0,1.0
G_01967,Australia,1.0,0.0,0.0
G_01968,UK,0.0,0.0,0.0
G_01969,UK,2.0,0.0,0.0
G_01970,Germany,2.0,0.0,0.0
G_01971,Japan,3.0,2.0,0.67
G_01972,USA,1.0,0.0,0.0
G_01973,China,0.0,0.0,0.0
G_01974,Thailand,2.0,0.0,0.0
G_01975,Thailand,0.0,0.0,0.0
G_01976,UK,2.0,1.0,0.5
G_01977,Germany,1.0,0.0,0.0
G_01978,Germany,0.0,0.0,0.0
G_01979,Thailand,0.0,0.0,0.0
G_01980,UK,1.0,0.0,0.0
G_01981,Thailand,1.0,0.0,0.0
G_01982,Germany,0.0,0.0,0.0
G_01983,Germany,1.0,0.0,0.0
G_01984,China,3.0,0.0,0.0
G_01985,Japan,4.0,0.0,0.0
G_01986,China,4.0,1.0,0.25
G_01987,UK,1.0,0.0,0.0
G_01988,Thailand,0.0,0.0,0.0
G_01989,USA,2.0,0.0,0.0
G_01990,China,2.0,0.0,0.0
G_01991,China,0.0,0.0,0.0
G_01992,Thailand,0.0,0.0,0.0
G_01993,Germany,3.0,0.0,0.0
G_01994,Thailand,1.0,0.0,0.0
G_01995,UK,1.0,0.0,0.0
G_01996,China,2.0,0.0,0.0
G_01997,China,2.0,0.0,0.0
G_01998,China,1.0,0.0,0.0
G_01999,Thailand,0.0,0.0,0.0
G_02000,Thailand,1.0,0.0,0.0
G_02001,China,4.0,0.0,0.0
G_02002,UK,2.0,0.0,0.0
