booking_id,guest_id,booking_date,check_in_date,lead_time_days,length_of_stay,channel_id,policy_id,status,cancellation_date,cancellation_reason_code,adr_usd,gross_revenue_usd,deposit_paid_usd,penalty_charged_usd
BKG_003840,GST_00527,2024-01-01,2024-01-07,6,1,CH_02,POL_02,Checked-In,,,257.81,257.81,0.0,0.0
BKG_003841,GST_01996,2025-05-20,2025-06-30,51,4,CH_02,POL_01,Cancelled,2025-06-21,RSN_02,331.59,1326.36,0.0,0.0
BKG_003842,GST_00413,2025-05-12,2025-05-27,15,6,CH_01,POL_04,Checked-In,,,135.04,810.24,243.07,0.0
BKG_003843,GST_01564,2024-12-10,2024-12-24,14,3,CH_02,POL_05,No-Show,,RSN_06,326.67,980.01,0.0,784.01
BKG_003844,GST_01887,2024-11-05,2024-11-06,1,3,CH_05,POL_04,Checked-In,,,288.78,866.34,259.9,0.0
BKG_003845,GST_00356,2025-03-17,2025-03-26,9,4,CH_03,POL_04,Checked-In,,,236.7,946.8,284.04,0.0
BKG_003846,GST_01842,2025-04-15,2025-04-29,14,1,CH_03,POL_01,Checked-In,,,141.56,141.56,0.0,0.0
BKG_003847,GST_00909,2025-01-22,2025-01-26,4,5,CH_02,POL_02,Cancelled,2025-01-23,RSN_02,248.03,1240.15,0.0,0.0
BKG_003848,GST_00722,2024-01-07,2024-02-07,31,4,CH_01,POL_02,Cancelled,2024-01-22,RSN_02,268.29,1073.16,0.0,0.0
BKG_003849,GST_01503,2024-08-18,2024-08-29,11,6,CH_04,POL_04,No-Show,,RSN_06,282.16,1692.96,507.89,1692.96
BKG_003850,GST_02106,2024-01-24,2024-01-29,5,1,CH_01,POL_01,Checked-In,,,87.62,87.62,0.0,0.0
BKG_003851,GST_00421,2024-01-21,2024-01-31,10,4,CH_02,POL_01,Cancelled,2024-01-30,RSN_01,185.68,742.72,0.0,742.72
BKG_003852,GST_01870,2024-05-12,2024-05-27,15,2,CH_02,POL_04,Cancelled,2024-05-16,RSN_02,294.76,589.52,176.86,0.0
BKG_003853,GST_00175,2024-10-06,2024-10-10,4,3,CH_01,POL_05,Cancelled,2024-10-09,RSN_05,153.79,461.37,0.0,461.37
BKG_003854,GST_01204,2025-03-19,2025-03-20,1,1,CH_01,POL_02,Checked-In,,,342.45,342.45,0.0,0.0
BKG_003855,GST_02499,2024-01-25,2024-02-09,15,1,CH_05,POL_02,Checked-In,,,123.67,123.67,0.0,0.0
BKG_003856,GST_00305,2024-12-15,2025-01-02,18,3,CH_03,POL_04,Checked-In,,,250.24,750.72,225.22,0.0
BKG_003857,GST_00278,2024-04-11,2024-04-26,15,1,CH_01,POL_02,Cancelled,2024-04-22,RSN_06,105.73,105.73,0.0,0.0
BKG_003858,GST_01298,2024-11-23,2024-12-04,11,1,CH_01,POL_02,Cancelled,2024-11-26,RSN_02,341.43,341.43,0.0,0.0
BKG_003859,GST_01828,2024-04-09,2024-04-20,11,6,CH_03,POL_05,Checked-In,,,152.2,913.2,0.0,0.0
BKG_003860,GST_01792,2024-08-01,2024-08-05,4,4,CH_06,POL_03,Checked-In,,,125.46,501.84,501.84,0.0
BKG_003861,GST_01167,2025-02-26,2025-03-25,27,1,CH_01,POL_04,Checked-In,,,189.51,189.51,56.85,0.0
BKG_003862,GST_01928,2024-02-24,2024-05-24,90,5,CH_04,POL_02,Checked-In,,,344.78,1723.9,0.0,0.0
BKG_003863,GST_02035,2025-05-14,2025-06-07,24,2,CH_05,POL_01,Checked-In,,,141.5,283.0,0.0,0.0
BKG_003864,GST_01178,2024-12-03,2024-12-15,12,2,CH_01,POL_01,Cancelled,2024-12-13,RSN_01,108.15,216.3,0.0,216.3
BKG_003865,GST_01250,2025-04-30,2025-06-30,76,1,CH_01,POL_03,Checked-In,,,264.82,264.82,264.82,0.0
BKG_003866,GST_01366,2025-04-06,2025-05-12,36,2,CH_03,POL_01,Checked-In,,,245.48,490.96,0.0,0.0
BKG_003867,GST_00940,2024-10-02,2024-10-04,2,2,CH_02,POL_05,Checked-In,,,282.09,564.18,0.0,0.0
BKG_003868,GST_02286,2024-02-04,2024-02-13,9,6,CH_03,POL_02,No-Show,,RSN_06,97.03,582.18,0.0,465.74
BKG_003869,GST_00954,2025-05-01,2025-05-25,24,1,CH_05,POL_03,Checked-In,,,283.53,283.53,283.53,0.0
BKG_003870,GST_02183,2024-11-10,2024-11-17,7,4,CH_01,POL_04,Cancelled,2024-11-15,RSN_02,219.23,876.92,263.08,438.46
BKG_003871,GST_00990,2024-09-25,2024-09-26,1,4,CH_01,POL_01,Cancelled,2024-09-25,RSN_03,259.75,1039.0,0.0,1039.0
BKG_003872,GST_02036,2025-01-28,2025-01-30,2,3,CH_04,POL_03,Checked-In,,,124.03,372.09,372.09,0.0
BKG_003873,GST_02422,2024-06-03,2024-08-05,63,5,CH_06,POL_04,Cancelled,2024-06-08,RSN_01,266.42,1332.1,399.63,0.0
BKG_003874,GST_00469,2025-01-03,2025-01-08,5,1,CH_02,POL_02,Checked-In,,,344.68,344.68,0.0,0.0
BKG_003875,GST_01471,2024-07-10,2024-08-26,47,14,CH_02,POL_01,Checked-In,,,219.1,3067.4,0.0,0.0
BKG_003876,GST_00188,2024-05-18,2024-05-22,4,3,CH_01,POL_04,Checked-In,,,182.77,548.31,164.49,0.0
BKG_003877,GST_00679,2024-10-10,2024-10-13,3,3,CH_05,POL_05,Checked-In,,,301.74,905.22,0.0,0.0
BKG_003878,GST_01130,2024-03-10,2024-03-13,3,3,CH_01,POL_04,Cancelled,2024-03-12,RSN_02,81.17,243.51,73.05,121.75
BKG_003879,GST_01755,2025-05-05,2025-06-01,27,1,CH_02,POL_01,Checked-In,,,227.22,227.22,0.0,0.0
BKG_003880,GST_00932,2024-12-06,2025-01-17,42,2,CH_02,POL_02,Checked-In,,,169.65,339.3,0.0,0.0
BKG_003881,GST_00632,2024-03-14,2024-03-19,5,3,CH_02,POL_01,Checked-In,,,291.92,875.76,0.0,0.0
BKG_003882,GST_00205,2024-08-07,2024-08-11,4,5,CH_02,POL_04,Checked-In,,,433.17,2165.85,649.75,0.0
BKG_003883,GST_00356,2025-04-20,2025-05-20,30,2,CH_04,POL_03,Checked-In,,,342.08,684.16,684.16,0.0
BKG_003884,GST_01194,2025-04-05,2025-04-06,1,2,CH_05,POL_04,Checked-In,,,355.35,710.7,213.21,0.0
BKG_003885,GST_00669,2025-05-27,2025-06-06,10,4,CH_02,POL_02,No-Show,,RSN_06,110.05,440.2,0.0,352.16
BKG_003886,GST_00960,2024-01-07,2024-01-15,8,1,CH_01,POL_02,No-Show,,RSN_06,210.72,210.72,0.0,168.58
BKG_003887,GST_01287,2025-03-10,2025-03-29,19,5,CH_02,POL_01,Checked-In,,,355.22,1776.1,0.0,0.0
BKG_003888,GST_02349,2025-03-31,2025-04-27,27,2,CH_04,POL_01,Checked-In,,,209.38,418.76,0.0,0.0
BKG_003889,GST_02442,2024-02-12,2024-03-06,23,3,CH_01,POL_04,Checked-In,,,240.47,721.41,216.42,0.0
BKG_003890,GST_01823,2024-01-16,2024-04-10,85,3,CH_01,POL_02,Cancelled,2024-01-16,RSN_01,157.84,473.52,0.0,0.0
BKG_003891,GST_00969,2024-11-20,2024-11-21,1,6,CH_05,POL_01,Checked-In,,,230.22,1381.32,0.0,0.0
BKG_003892,GST_00733,2025-05-19,2025-06-30,43,1,CH_01,POL_01,Checked-In,,,161.09,161.09,0.0,0.0
BKG_003893,GST_01210,2024-09-05,2024-09-21,16,2,CH_03,POL_03,Cancelled,2024-09-07,RSN_03,220.34,440.68,440.68,440.68
BKG_003894,GST_02426,2024-04-13,2024-04-20,7,3,CH_02,POL_01,Checked-In,,,323.89,971.67,0.0,0.0
BKG_003895,GST_01816,2024-07-04,2024-08-17,44,3,CH_02,POL_04,Cancelled,2024-07-21,RSN_04,197.02,591.06,177.32,0.0
BKG_003896,GST_01001,2024-12-25,2025-03-23,88,1,CH_01,POL_02,Cancelled,2025-01-14,RSN_03,193.7,193.7,0.0,0.0
BKG_003897,GST_01394,2024-11-12,2024-12-15,33,7,CH_02,POL_04,Checked-In,,,158.09,1106.63,331.99,0.0
BKG_003898,GST_00563,2024-10-16,2024-11-12,27,1,CH_01,POL_04,Cancelled,2024-10-20,RSN_03,286.31,286.31,85.89,0.0
BKG_003899,GST_02069,2025-02-11,2025-03-28,45,2,CH_01,POL_05,Checked-In,,,93.17,186.34,0.0,0.0
BKG_003900,GST_02060,2024-05-14,2024-05-17,3,10,CH_02,POL_04,Checked-In,,,117.48,1174.8,352.44,0.0
BKG_003901,GST_00797,2025-03-03,2025-04-21,49,1,CH_03,POL_01,Cancelled,2025-03-21,RSN_03,325.51,325.51,0.0,0.0
BKG_003902,GST_01429,2024-12-22,2024-12-24,2,1,CH_01,POL_04,Checked-In,,,101.13,101.13,30.34,0.0
BKG_003903,GST_00623,2024-12-01,2024-12-02,1,2,CH_01,POL_02,Checked-In,,,200.14,400.28,0.0,0.0
BKG_003904,GST_02408,2024-03-13,2024-04-13,31,1,CH_02,POL_01,Cancelled,2024-04-11,RSN_03,167.86,167.86,0.0,167.86
BKG_003905,GST_01474,2024-01-28,2024-03-02,34,2,CH_05,POL_01,Cancelled,2024-02-22,RSN_06,108.39,216.78,0.0,0.0
BKG_003906,GST_01069,2024-06-27,2024-08-05,39,1,CH_01,POL_01,Cancelled,2024-07-01,RSN_02,271.9,271.9,0.0,0.0
BKG_003907,GST_01850,2024-11-18,2024-12-26,38,4,CH_05,POL_05,Checked-In,,,223.01,892.04,0.0,0.0
BKG_003908,GST_00569,2025-04-01,2025-04-05,4,1,CH_05,POL_02,Checked-In,,,252.81,252.81,0.0,0.0
BKG_003909,GST_01861,2024-09-07,2024-10-23,46,3,CH_06,POL_03,No-Show,,RSN_06,316.29,948.87,948.87,948.87
BKG_003910,GST_01891,2025-05-04,2025-05-13,9,2,CH_04,POL_03,Checked-In,,,251.73,503.46,503.46,0.0
BKG_003911,GST_00632,2025-02-26,2025-03-06,8,3,CH_05,POL_02,Checked-In,,,210.51,631.53,0.0,0.0
BKG_003912,GST_00171,2024-10-18,2024-10-24,6,5,CH_01,POL_01,Checked-In,,,97.61,488.05,0.0,0.0
BKG_003913,GST_01130,2024-11-10,2024-11-25,15,2,CH_02,POL_02,Checked-In,,,193.55,387.1,0.0,0.0
BKG_003914,GST_00393,2024-03-04,2024-03-13,9,4,CH_03,POL_01,Cancelled,2024-03-08,RSN_06,128.05,512.2,0.0,0.0
BKG_003915,GST_02405,2024-12-30,2025-01-31,32,3,CH_03,POL_01,Checked-In,,,317.59,952.77,0.0,0.0
BKG_003916,GST_01434,2024-07-19,2024-07-30,11,5,CH_01,POL_03,Checked-In,,,323.18,1615.9,1615.9,0.0
BKG_003917,GST_00064,2024-04-05,2024-05-19,44,7,CH_02,POL_05,Checked-In,,,314.48,2201.36,0.0,0.0
BKG_003918,GST_01110,2024-06-25,2024-07-09,14,5,CH_03,POL_03,Checked-In,,,333.6,1668.0,1668.0,0.0
BKG_003919,GST_01834,2024-07-08,2024-08-17,40,4,CH_02,POL_02,No-Show,,RSN_06,325.87,1303.48,0.0,1042.78
BKG_003920,GST_01621,2025-02-23,2025-04-04,40,5,CH_01,POL_02,Cancelled,2025-04-02,RSN_02,150.68,753.4,0.0,0.0
BKG_003921,GST_00282,2025-05-06,2025-05-08,2,2,CH_05,POL_01,Checked-In,,,211.73,423.46,0.0,0.0
BKG_003922,GST_01647,2025-04-15,2025-05-07,22,1,CH_01,POL_02,Checked-In,,,186.25,186.25,0.0,0.0
BKG_003923,GST_01818,2024-08-14,2024-08-26,12,3,CH_01,POL_01,Cancelled,2024-08-24,RSN_02,111.57,334.71,0.0,334.71
BKG_003924,GST_01419,2024-11-14,2024-11-17,3,6,CH_05,POL_02,Checked-In,,,366.15,2196.9,0.0,0.0
BKG_003925,GST_01606,2024-06-06,2024-06-24,18,3,CH_04,POL_05,Checked-In,,,198.22,594.66,0.0,0.0
BKG_003926,GST_01927,2025-01-21,2025-03-31,69,6,CH_03,POL_05,Checked-In,,,181.82,1090.92,0.0,0.0
BKG_003927,GST_01977,2024-02-04,2024-02-24,20,6,CH_03,POL_04,Checked-In,,,285.46,1712.76,513.83,0.0
BKG_003928,GST_00284,2024-04-22,2024-05-14,22,2,CH_03,POL_03,Checked-In,,,119.71,239.42,239.42,0.0
BKG_003929,GST_01820,2024-10-03,2024-10-13,10,4,CH_03,POL_05,Checked-In,,,181.42,725.68,0.0,0.0
BKG_003930,GST_02389,2024-07-11,2024-07-27,16,1,CH_01,POL_04,Checked-In,,,331.87,331.87,99.56,0.0
BKG_003931,GST_02258,2024-02-09,2024-02-15,6,5,CH_03,POL_02,Cancelled,2024-02-09,RSN_03,136.99,684.95,0.0,0.0
BKG_003932,GST_01862,2025-02-11,2025-02-28,17,7,CH_03,POL_03,Checked-In,,,292.97,2050.79,2050.79,0.0
BKG_003933,GST_01702,2024-11-13,2024-11-20,7,1,CH_06,POL_02,Checked-In,,,330.27,330.27,0.0,0.0
BKG_003934,GST_01551,2024-11-05,2024-12-04,29,6,CH_01,POL_01,No-Show,,RSN_06,136.04,816.24,0.0,652.99
BKG_003935,GST_00547,2025-01-06,2025-01-25,19,3,CH_02,POL_01,Cancelled,2025-01-18,RSN_05,170.27,510.81,0.0,0.0
BKG_003936,GST_01271,2024-03-28,2024-03-29,1,7,CH_02,POL_01,Cancelled,2024-03-28,RSN_03,321.88,2253.16,0.0,2253.16
BKG_003937,GST_01017,2025-05-19,2025-05-25,6,5,CH_01,POL_02,Checked-In,,,220.47,1102.35,0.0,0.0
BKG_003938,GST_00975,2024-09-03,2024-09-11,8,3,CH_03,POL_03,Checked-In,,,159.12,477.36,477.36,0.0
BKG_003939,GST_01757,2024-05-15,2024-05-16,1,7,CH_02,POL_02,Cancelled,2024-05-15,RSN_01,87.1,609.7,0.0,609.7
BKG_003940,GST_02244,2025-03-06,2025-03-14,8,5,CH_01,POL_02,Checked-In,,,130.47,652.35,0.0,0.0
BKG_003941,GST_00676,2024-12-06,2025-02-07,63,5,CH_02,POL_01,Checked-In,,,186.1,930.5,0.0,0.0
BKG_003942,GST_01194,2024-09-21,2024-09-27,6,6,CH_02,POL_02,Checked-In,,,119.87,719.22,0.0,0.0
BKG_003943,GST_02091,2025-04-26,2025-05-29,33,1,CH_06,POL_03,Checked-In,,,80.77,80.77,80.77,0.0
BKG_003944,GST_02327,2025-04-03,2025-04-18,15,7,CH_01,POL_01,Checked-In,,,83.51,584.57,0.0,0.0
BKG_003945,GST_00519,2025-01-09,2025-01-21,12,3,CH_01,POL_04,Checked-In,,,196.47,589.41,176.82,0.0
BKG_003946,GST_02495,2024-01-07,2024-01-19,12,5,CH_02,POL_02,Checked-In,,,280.99,1404.95,0.0,0.0
BKG_003947,GST_00468,2024-12-19,2025-02-06,49,6,CH_04,POL_04,Checked-In,,,172.7,1036.2,310.86,0.0
BKG_003948,GST_00717,2025-01-01,2025-02-20,50,3,CH_02,POL_05,Checked-In,,,121.48,364.44,0.0,0.0
BKG_003949,GST_01224,2024-01-31,2024-03-04,33,2,CH_06,POL_05,Cancelled,2024-02-15,RSN_03,346.66,693.32,0.0,0.0
BKG_003950,GST_01868,2024-02-11,2024-03-13,31,2,CH_01,POL_01,Checked-In,,,197.25,394.5,0.0,0.0
BKG_003951,GST_00337,2025-01-29,2025-02-11,13,2,CH_03,POL_04,Checked-In,,,150.74,301.48,90.44,0.0
BKG_003952,GST_01293,2024-07-13,2024-07-30,17,2,CH_02,POL_02,Cancelled,2024-07-21,RSN_02,215.79,431.58,0.0,0.0
BKG_003953,GST_00314,2025-04-22,2025-04-28,6,2,CH_04,POL_03,Checked-In,,,172.79,345.58,345.58,0.0
BKG_003954,GST_01995,2025-05-31,2025-06-30,34,10,CH_04,POL_03,Checked-In,,,115.0,1150.0,1150.0,0.0
BKG_003955,GST_01542,2024-12-02,2024-12-25,23,2,CH_02,POL_01,Cancelled,2024-12-11,RSN_01,126.23,252.46,0.0,0.0
BKG_003956,GST_01734,2025-05-24,2025-05-30,6,2,CH_06,POL_02,No-Show,,RSN_06,136.76,273.52,0.0,218.82
BKG_003957,GST_01249,2024-08-03,2024-08-10,7,4,CH_04,POL_03,Checked-In,,,131.55,526.2,526.2,0.0
BKG_003958,GST_01897,2024-04-10,2024-06-29,80,2,CH_01,POL_05,Cancelled,2024-05-04,RSN_04,261.83,523.66,0.0,0.0
BKG_003959,GST_00063,2025-05-19,2025-05-24,5,4,CH_03,POL_05,Checked-In,,,105.65,422.6,0.0,0.0
BKG_003960,GST_01839,2024-11-26,2025-02-21,87,1,CH_03,POL_02,Checked-In,,,346.72,346.72,0.0,0.0
BKG_003961,GST_01061,2025-01-31,2025-02-10,10,6,CH_04,POL_04,Checked-In,,,165.0,990.0,297.0,0.0
BKG_003962,GST_01039,2024-01-30,2024-03-07,37,6,CH_01,POL_03,Checked-In,,,190.58,1143.48,1143.48,0.0
BKG_003963,GST_02224,2024-08-18,2024-09-17,30,6,CH_02,POL_02,Cancelled,2024-08-18,RSN_05,168.75,1012.5,0.0,0.0
BKG_003964,GST_00956,2024-09-23,2024-09-29,6,3,CH_03,POL_01,Cancelled,2024-09-23,RSN_01,264.34,793.02,0.0,0.0
BKG_003965,GST_00874,2025-05-29,2025-06-07,9,6,CH_02,POL_02,Cancelled,2025-06-02,RSN_03,115.72,694.32,0.0,0.0
BKG_003966,GST_01623,2025-04-24,2025-04-28,4,3,CH_05,POL_02,Cancelled,2025-04-26,RSN_05,339.06,1017.18,0.0,0.0
BKG_003967,GST_01869,2024-09-03,2024-09-17,14,2,CH_01,POL_02,Checked-In,,,298.31,596.62,0.0,0.0
BKG_003968,GST_00810,2024-06-02,2024-06-24,22,4,CH_01,POL_02,Checked-In,,,159.59,638.36,0.0,0.0
BKG_003969,GST_01735,2024-11-20,2024-12-11,21,3,CH_01,POL_01,Cancelled,2024-11-30,RSN_01,294.09,882.27,0.0,0.0
BKG_003970,GST_00063,2025-04-13,2025-04-28,15,2,CH_06,POL_02,Cancelled,2025-04-24,RSN_06,165.31,330.62,0.0,0.0
BKG_003971,GST_02302,2024-10-20,2024-10-23,3,4,CH_06,POL_02,Checked-In,,,206.32,825.28,0.0,0.0
BKG_003972,GST_01357,2024-03-20,2024-03-21,1,3,CH_01,POL_01,Cancelled,2024-03-20,RSN_01,279.49,838.47,0.0,838.47
BKG_003973,GST_01186,2024-09-29,2024-10-12,13,3,CH_05,POL_03,Checked-In,,,335.78,1007.34,1007.34,0.0
BKG_003974,GST_02160,2024-10-28,2024-11-11,14,1,CH_02,POL_04,No-Show,,RSN_06,167.94,167.94,50.38,167.94
BKG_003975,GST_00953,2024-10-24,2024-11-02,9,4,CH_02,POL_02,Checked-In,,,334.06,1336.24,0.0,0.0
BKG_003976,GST_00164,2024-04-13,2024-04-15,2,3,CH_02,POL_04,Checked-In,,,407.96,1223.88,367.16,0.0
BKG_003977,GST_01209,2025-01-28,2025-02-11,14,6,CH_04,POL_02,Checked-In,,,226.59,1359.54,0.0,0.0
BKG_003978,GST_00766,2024-05-24,2024-06-05,12,3,CH_01,POL_05,Checked-In,,,320.72,962.16,0.0,0.0
BKG_003979,GST_02473,2024-03-08,2024-04-21,44,3,CH_03,POL_05,Cancelled,2024-04-17,RSN_01,183.56,550.68,0.0,550.68
BKG_003980,GST_00650,2024-03-12,2024-04-24,43,3,CH_04,POL_02,Cancelled,2024-03-20,RSN_02,202.89,608.67,0.0,0.0
BKG_003981,GST_01706,2024-10-30,2024-10-31,1,3,CH_03,POL_01,Checked-In,,,253.95,761.85,0.0,0.0
BKG_003982,GST_01057,2025-05-15,2025-05-30,15,2,CH_01,POL_01,Cancelled,2025-05-21,RSN_01,301.13,602.26,0.0,0.0
BKG_003983,GST_00933,2024-12-16,2025-02-17,63,2,CH_01,POL_02,Checked-In,,,338.51,677.02,0.0,0.0
BKG_003984,GST_00667,2024-02-06,2024-03-08,31,4,CH_05,POL_03,Checked-In,,,185.97,743.88,743.88,0.0
BKG_003985,GST_00479,2025-01-23,2025-01-30,7,1,CH_02,POL_01,Checked-In,,,236.69,236.69,0.0,0.0
BKG_003986,GST_02315,2024-08-12,2024-09-23,42,6,CH_01,POL_01,Checked-In,,,176.86,1061.16,0.0,0.0
BKG_003987,GST_01565,2024-03-22,2024-06-05,75,2,CH_02,POL_01,Cancelled,2024-05-28,RSN_06,191.66,383.32,0.0,0.0
BKG_003988,GST_02303,2024-06-27,2024-08-30,64,3,CH_03,POL_02,Checked-In,,,83.8,251.4,0.0,0.0
BKG_003989,GST_00878,2024-06-23,2024-08-03,41,1,CH_03,POL_04,Checked-In,,,298.14,298.14,89.44,0.0
BKG_003990,GST_00912,2024-09-09,2024-10-01,22,1,CH_03,POL_04,Checked-In,,,191.56,191.56,57.47,0.0
BKG_003991,GST_01171,2025-02-18,2025-02-28,10,1,CH_02,POL_02,Checked-In,,,148.58,148.58,0.0,0.0
BKG_003992,GST_00901,2024-09-05,2024-09-12,7,6,CH_02,POL_04,Checked-In,,,227.05,1362.3,408.69,0.0
BKG_003993,GST_00259,2024-05-01,2024-05-20,19,5,CH_01,POL_02,Cancelled,2024-05-04,RSN_01,212.51,1062.55,0.0,0.0
BKG_003994,GST_02393,2025-01-16,2025-03-15,58,2,CH_02,POL_01,Cancelled,2025-03-12,RSN_04,252.08,504.16,0.0,0.0
BKG_003995,GST_02061,2025-01-19,2025-01-26,7,1,CH_01,POL_01,Checked-In,,,118.35,118.35,0.0,0.0
BKG_003996,GST_00831,2024-10-11,2024-12-08,58,3,CH_01,POL_01,Checked-In,,,263.67,791.01,0.0,0.0
BKG_003997,GST_00321,2025-03-16,2025-04-02,17,4,CH_01,POL_02,No-Show,,RSN_06,305.85,1223.4,0.0,978.72
BKG_003998,GST_02040,2025-05-29,2025-06-01,3,7,CH_03,POL_01,Checked-In,,,269.8,1888.6,0.0,0.0
BKG_003999,GST_00386,2024-03-13,2024-03-15,2,2,CH_06,POL_03,Checked-In,,,147.54,295.08,295.08,0.0
BKG_004000,GST_02302,2024-12-20,2025-02-10,52,1,CH_06,POL_02,Checked-In,,,92.16,92.16,0.0,0.0
BKG_004001,GST_02390,2025-04-18,2025-05-02,14,4,CH_03,POL_02,Checked-In,,,86.76,347.04,0.0,0.0
BKG_004002,GST_00191,2025-01-25,2025-01-28,3,3,CH_04,POL_02,Cancelled,2025-01-26,RSN_01,319.9,959.7,0.0,0.0
BKG_004003,GST_01943,2024-02-20,2024-04-03,43,1,CH_05,POL_05,Checked-In,,,295.47,295.47,0.0,0.0
BKG_004004,GST_01564,2024-02-14,2024-02-20,6,2,CH_01,POL_02,Checked-In,,,321.34,642.68,0.0,0.0
BKG_004005,GST_01181,2025-05-29,2025-06-26,28,3,CH_03,POL_03,Checked-In,,,92.92,278.76,278.76,0.0
BKG_004006,GST_00193,2024-05-31,2024-06-04,4,1,CH_02,POL_02,Checked-In,,,104.43,104.43,0.0,0.0
BKG_004007,GST_00337,2025-03-06,2025-03-12,6,6,CH_02,POL_01,Checked-In,,,197.15,1182.9,0.0,0.0
BKG_004008,GST_02096,2024-09-02,2024-09-17,15,10,CH_01,POL_01,Cancelled,2024-09-06,RSN_05,291.57,2915.7,0.0,0.0
BKG_004009,GST_00255,2024-03-10,2024-03-31,21,3,CH_02,POL_02,Cancelled,2024-03-27,RSN_01,208.78,626.34,0.0,0.0
BKG_004010,GST_01824,2024-04-05,2024-04-06,1,1,CH_02,POL_01,Checked-In,,,122.88,122.88,0.0,0.0
BKG_004011,GST_00771,2024-07-18,2024-08-17,30,2,CH_02,POL_05,Checked-In,,,260.7,521.4,0.0,0.0
BKG_004012,GST_00510,2024-01-30,2024-03-19,49,5,CH_01,POL_04,Checked-In,,,208.56,1042.8,312.84,0.0
BKG_004013,GST_01900,2025-04-16,2025-05-25,39,4,CH_02,POL_05,Checked-In,,,233.05,932.2,0.0,0.0
BKG_004014,GST_01033,2024-02-22,2024-03-14,21,2,CH_02,POL_02,Checked-In,,,217.26,434.52,0.0,0.0
BKG_004015,GST_00894,2024-08-19,2024-09-23,35,4,CH_04,POL_04,Checked-In,,,193.21,772.84,231.85,0.0
BKG_004016,GST_02180,2024-06-25,2024-08-03,39,6,CH_05,POL_01,Cancelled,2024-07-31,RSN_02,355.03,2130.18,0.0,0.0
BKG_004017,GST_01451,2024-06-14,2024-06-29,15,6,CH_05,POL_05,Checked-In,,,209.94,1259.64,0.0,0.0
BKG_004018,GST_00543,2024-10-03,2024-10-14,11,1,CH_03,POL_02,Checked-In,,,85.57,85.57,0.0,0.0
BKG_004019,GST_00318,2024-11-23,2024-11-29,6,3,CH_06,POL_03,Checked-In,,,229.02,687.06,687.06,0.0
BKG_004020,GST_00476,2025-03-31,2025-06-29,90,2,CH_06,POL_03,Checked-In,,,197.06,394.12,394.12,0.0
BKG_004021,GST_01191,2025-04-16,2025-04-25,9,3,CH_01,POL_03,Checked-In,,,210.9,632.7,632.7,0.0
BKG_004022,GST_01702,2025-05-05,2025-05-10,5,4,CH_04,POL_03,Checked-In,,,105.22,420.88,420.88,0.0
BKG_004023,GST_00954,2024-12-26,2025-02-11,47,3,CH_05,POL_02,Checked-In,,,200.18,600.54,0.0,0.0
BKG_004024,GST_00375,2024-11-10,2024-11-27,17,10,CH_04,POL_04,Checked-In,,,173.94,1739.4,521.82,0.0
BKG_004025,GST_01732,2024-09-20,2024-09-21,1,4,CH_05,POL_01,Checked-In,,,187.71,750.84,0.0,0.0
BKG_004026,GST_00659,2024-11-15,2024-12-09,24,5,CH_02,POL_02,Checked-In,,,174.49,872.45,0.0,0.0
BKG_004027,GST_00609,2024-02-26,2024-03-25,28,3,CH_02,POL_01,Checked-In,,,295.39,886.17,0.0,0.0
BKG_004028,GST_01946,2024-01-02,2024-01-09,7,7,CH_03,POL_04,Checked-In,,,201.59,1411.13,423.34,0.0
BKG_004029,GST_01249,2025-03-01,2025-03-10,9,4,CH_03,POL_01,Cancelled,2025-03-03,RSN_06,110.38,441.52,0.0,0.0
BKG_004030,GST_01395,2024-05-28,2024-06-16,19,2,CH_02,POL_05,Checked-In,,,266.27,532.54,0.0,0.0
BKG_004031,GST_00607,2025-03-10,2025-04-27,48,3,CH_01,POL_02,Cancelled,2025-04-21,RSN_04,363.38,1090.14,0.0,0.0
BKG_004032,GST_00326,2024-09-12,2024-09-30,18,5,CH_01,POL_02,Checked-In,,,105.52,527.6,0.0,0.0
BKG_004033,GST_00921,2024-12-31,2025-01-03,3,3,CH_03,POL_05,Checked-In,,,346.11,1038.33,0.0,0.0
BKG_004034,GST_00308,2024-11-02,2024-11-27,25,1,CH_04,POL_03,Checked-In,,,163.58,163.58,163.58,0.0
BKG_004035,GST_01780,2024-12-20,2025-02-09,51,1,CH_04,POL_05,Checked-In,,,217.22,217.22,0.0,0.0
BKG_004036,GST_02265,2024-07-08,2024-08-19,42,4,CH_06,POL_02,Checked-In,,,201.26,805.04,0.0,0.0
BKG_004037,GST_01919,2024-11-14,2024-11-20,6,5,CH_03,POL_02,Checked-In,,,259.8,1299.0,0.0,0.0
BKG_004038,GST_00431,2024-12-04,2024-12-25,21,2,CH_01,POL_04,Checked-In,,,309.21,618.42,185.53,0.0
BKG_004039,GST_01855,2024-08-08,2024-08-13,5,4,CH_02,POL_01,Checked-In,,,141.45,565.8,0.0,0.0
BKG_004040,GST_02199,2025-04-14,2025-04-23,9,4,CH_05,POL_02,Checked-In,,,180.89,723.56,0.0,0.0
BKG_004041,GST_01216,2025-03-05,2025-03-13,8,4,CH_03,POL_02,Checked-In,,,117.68,470.72,0.0,0.0
BKG_004042,GST_00782,2025-02-14,2025-03-13,27,3,CH_02,POL_01,Checked-In,,,121.56,364.68,0.0,0.0
